algo_a,algo_b,entrance_a,seed,winner,a_moves,b_moves,a_waits,b_waits,a_items_collected,b_items_collected,a_efficiency,b_efficiency,move_margin,a_items_left,a_items_right,b_items_left,b_items_right,a_distribution,b_distribution,a_cross_cluster_trips,b_cross_cluster_trips,a_t_corridor_visits,a_b_corridor_visits,b_t_corridor_visits,b_b_corridor_visits,a_bottleneck_visits,b_bottleneck_visits,a_detour_ratio,b_detour_ratio,a_aisle_A1,a_aisle_A2,a_aisle_A4,a_aisle_A5,b_aisle_A1,b_aisle_A2,b_aisle_A4,b_aisle_A5,a_blocks_caused,b_blocks_caused,a_blocked_at_bottleneck,b_blocked_at_bottleneck,a_trap_attempts,a_trap_successes,b_trap_attempts,b_trap_successes,a_total_search_calls,a_total_nodes_expanded,a_avg_nodes_per_call,a_max_frontier,a_search_time_us,a_avg_time_per_call_us,b_total_search_calls,b_total_nodes_expanded,b_avg_nodes_per_call,b_max_frontier,b_search_time_us,b_avg_time_per_call_us,a_avg_nodes_per_move,b_avg_nodes_per_move,game_time_us,total_turns,game_id,trial
DFS,BFS,Bottom,101,Timeout,200,200,0,0,5,4,0.06,0.06,0,7,5,5,7,moderate,moderate,0,0,0,1,100,0,0,0,1.22,1.0,0,0,1,99,0,0,1,0,0,0,0,0,102,100,200,0,3217,52902,16.44,8,59883.7,18.61,3530,73503,20.82,6,71881.8,20.36,144.5,197.6,173770.2,200,59,9
DFS,BFS,Bottom,102,Timeout,200,200,0,0,5,4,0.06,0.06,0,7,5,5,7,moderate,moderate,0,0,0,1,100,0,0,0,1.22,1.0,0,0,1,99,0,0,1,0,0,0,0,0,102,100,200,0,3217,52902,16.44,8,54077.4,16.81,3530,73503,20.82,6,88690.0,25.12,144.5,197.6,178527.2,200,60,10
DFS,UCS,Top,103,Timeout,200,200,0,0,5,4,0.06,0.06,0,7,5,5,7,moderate,moderate,0,0,1,0,52,48,0,0,1.22,1.0,0,0,1,99,0,0,75,0,0,0,0,0,102,100,200,0,3217,51664,16.06,8,62124.9,19.31,3456,106842,30.91,6,129909.2,37.59,142.9,287.2,230034.0,200,61,1
DFS,UCS,Top,104,B,10,9,0,1,8,12,1.2,1.3333,1,4,8,8,4,moderate,moderate,0,1,1,0,3,1,0,1,1.162,1.0,0,0,1,4,1,2,1,1,1,0,0,0,7,1,9,1,126,2120,16.83,7,2400.5,19.05,135,3535,26.19,7,4034.6,29.89,112.7,199.2,7927.8,9,62,2
DFS,UCS,Top,105,B,10,9,0,1,7,12,1.2,1.3333,1,5,7,7,5,moderate,moderate,0,1,1,0,3,1,0,1,1.167,1.0,0,0,1,4,1,1,1,1,1,0,0,0,7,1,9,1,141,2290,16.24,7,2372.4,16.83,153,4142,27.07,7,4698.9,30.71,119.1,231.5,8706.9,9,63,3
DFS,UCS,Top,106,Timeout,200,200,0,0,6,4,0.06,0.06,0,6,6,6,6,balanced,balanced,0,0,1,0,53,47,0,0,1.22,1.0,0,0,1,99,0,0,43,0,0,0,0,0,102,100,200,0,2822,45065,15.97,8,54691.0,19.38,3488,109160,31.3,6,139832.4,40.09,126.4,291.8,231235.5,200,64,4
DFS,UCS,Top,107,Timeout,200,200,0,0,4,4,0.06,0.06,0,8,4,4,8,moderate,moderate,0,0,1,0,50,50,0,0,1.22,1.0,0,0,1,99,0,0,62,0,0,0,0,0,102,100,200,0,3612,58777,16.27,8,58797.5,16.28,3469,102030,29.41,6,126085.0,36.35,160.5,278.7,221986.9,200,65,5
DFS,UCS,Top,108,Timeout,200,200,0,0,6,3,0.06,0.06,0,6,6,6,6,balanced,balanced,0,0,1,0,49,51,0,0,1.22,1.0,0,0,1,99,0,0,78,0,0,0,0,0,102,100,200,0,2820,45526,16.14,8,47940.1,17.0,3846,118963,30.93,6,149136.2,38.78,127.8,316.1,234661.2,200,66,6
DFS,UCS,Top,109,Timeout,200,200,0,0,6,3,0.06,0.06,0,6,6,6,6,balanced,balanced,0,0,1,0,45,55,0,0,1.22,1.0,0,0,1,99,0,0,57,0,0,0,0,0,102,100,200,0,2820,45734,16.22,8,52219.3,18.52,3866,117744,30.46,6,134530.7,34.8,128.3,314.7,231231.4,200,67,7
DFS,UCS,Top,110,Timeout,200,200,0,0,5,4,0.06,0.06,0,7,5,5,7,moderate,moderate,0,0,1,0,48,52,0,0,1.22,1.0,0,0,1,99,0,0,59,0,0,0,0,0,102,100,200,0,3217,52821,16.42,8,66744.5,20.75,3473,103064,29.68,6,128546.0,37.01,146.1,279.0,234772.0,200,68,8
DFS,UCS,Top,111,Timeout,200,200,0,0,6,3,0.06,0.06,0,6,6,6,6,balanced,balanced,0,0,1,0,38,62,0,0,1.22,1.0,0,0,1,99,0,0,48,0,0,0,0,0,102,100,200,0,2820,45896,16.28,8,62363.1,22.11,3876,117217,30.24,6,123866.5,31.96,128.8,314.6,221659.8,200,69,9
DFS,UCS,Top,112,Timeout,200,200,0,0,6,3,0.06,0.06,0,6,6,6,6,balanced,balanced,0,0,1,0,30,70,0,0,1.22,1.0,0,0,1,99,0,0,49,0,0,0,0,0,102,100,200,0,2820,46817,16.6,8,54575.6,19.35,3875,114425,29.53,6,127043.9,32.79,131.4,307.3,217029.0,200,70,10
DFS,UCS,Bottom,113,Timeout,200,200,0,0,5,4,0.06,0.06,0,7,5,5,7,moderate,moderate,0,0,0,1,44,56,0,0,1.22,1.0,0,0,1,99,0,0,27,0,0,0,0,0,102,100,200,0,3217,53194,16.54,8,71944.0,22.36,3504,101281,28.9,6,119671.0,34.15,146.9,276.4,229044.4,200,71,1
DFS,UCS,Bottom,114,Timeout,200,200,0,0,7,2,0.06,0.06,0,5,7,7,5,moderate,moderate,0,0,0,1,53,47,0,0,1.22,1.0,0,0,1,99,0,0,66,0,0,0,0,0,102,100,200,0,2423,39460,16.29,8,39609.8,16.35,4250,130447,30.69,6,156090.2,36.73,112.7,346.1,231127.8,200,72,2
DFS,UCS,Bottom,115,B,10,9,0,1,6,12,1.2,1.3333,1,6,6,6,6,balanced,balanced,0,1,0,1,3,0,0,0,1.167,1.0,0,0,1,4,1,1,1,1,1,0,0,0,7,1,9,1,158,2656,16.81,7,2568.8,16.26,167,4684,28.05,7,4999.0,29.93,141.4,259.8,9228.0,9,73,3
DFS,UCS,Bottom,116,Timeout,200,200,0,0,5,3,0.06,0.06,0,7,5,5,7,moderate,moderate,0,0,0,1,44,56,0,0,1.22,1.0,0,0,1,99,0,0,31,0,0,0,0,0,102,100,200,0,3215,52395,16.3,8,52709.0,16.39,3893,115046,29.55,6,148101.3,38.04,145.1,314.9,246538.3,200,74,4
DFS,UCS,Bottom,117,B,10,9,0,1,7,12,1.2,1.3333,1,5,7,7,5,moderate,moderate,0,1,0,1,4,0,0,1,1.162,1.0,0,0,1,4,1,2,1,1,1,0,0,0,7,1,9,1,143,2416,16.9,7,2442.4,17.08,141,3695,26.21,7,3922.8,27.82,128.6,210.8,7870.6,9,75,5
DFS,UCS,Bottom,118,Timeout,200,200,0,0,5,3,0.06,0.06,0,7,5,5,7,moderate,moderate,0,0,0,1,42,58,0,0,1.22,1.0,0,0,1,99,0,0,60,0,0,0,0,0,102,100,200,0,3215,51993,16.17,8,52496.2,16.33,3863,116787,30.23,6,132506.8,34.3,144.1,315.5,230736.4,200,76,6
DFS,UCS,Bottom,119,Timeout,200,200,0,0,6,3,0.06,0.06,0,6,6,6,6,balanced,balanced,0,0,0,1,49,51,0,0,1.22,1.0,0,0,1,99,0,0,50,0,0,0,0,0,102,100,200,0,2820,45004,15.96,8,47187.2,16.73,3873,119878,30.95,6,153153.3,39.54,126.4,320.2,239265.6,200,77,7
DFS,UCS,Bottom,120,B,10,9,0,1,6,12,1.2,1.3333,1,6,6,6,6,balanced,balanced,0,1,0,1,1,3,0,1,1.167,1.0,0,0,1,4,1,1,1,1,1,0,0,0,7,1,9,1,158,2657,16.82,7,2745.7,17.38,160,4299,26.87,7,13812.8,86.33,143.3,238.8,18347.0,9,78,8
DFS,UCS,Bottom,121,B,10,9,0,1,5,12,1.2,1.3333,1,7,5,5,7,moderate,moderate,0,1,0,1,1,3,0,1,1.167,1.0,0,0,1,4,1,1,1,1,1,0,0,0,7,1,9,1,175,3058,17.47,7,2987.8,17.07,176,4879,27.72,7,5101.4,28.99,166.1,268.7,9834.7,9,79,9
DFS,UCS,Bottom,122,B,10,9,0,1,8,12,1.2,1.3333,1,4,8,8,4,moderate,moderate,0,1,0,1,3,0,0,0,1.167,1.0,0,0,1,4,1,1,1,1,1,0,0,0,7,1,9,1,128,1969,15.38,7,1899.5,14.84,129,3159,24.49,7,3350.9,25.98,105.9,184.7,6599.5,9,80,10
UCS,BFS,Top,123,A,9,8,0,0,12,9,1.3333,1.5,1,5,7,7,5,moderate,moderate,1,1,3,0,0,4,0,1,1.0,1.0,1,1,1,1,1,2,1,0,0,0,0,0,7,0,6,0,115,3017,26.23,7,3323.6,28.9,131,2523,19.26,6,2465.8,18.82,204.2,168.8,7042.7,8,81,1
UCS,BFS,Top,124,A,9,8,0,0,12,9,1.3333,1.5,1,5,7,7,5,moderate,moderate,1,1,1,2,3,1,0,1,1.0,1.0,1,1,2,1,1,2,1,0,0,0,0,0,7,0,6,0,117,3060,26.15,7,3260.2,27.87,129,2556,19.81,6,2431.0,18.85,204.1,172.1,6927.4,8,82,2
UCS,BFS,Top,125,A,9,8,0,0,12,5,1.3333,1.5,1,5,7,7,5,moderate,moderate,1,0,4,0,0,4,1,1,1.0,1.0,1,1,1,1,0,0,2,1,0,0,0,0,9,2,4,0,115,2485,21.61,7,2738.9,23.82,178,3719,20.89,6,3477.2,19.53,158.7,239.1,7632.0,8,83,3
UCS,BFS,Top,126,A,9,8,0,0,12,8,1.3333,1.5,1,6,6,6,6,balanced,balanced,1,1,1,3,3,1,1,1,1.0,1.0,1,1,1,1,0,1,2,1,0,0,0,0,7,0,6,0,131,3557,27.15,7,4109.7,31.37,140,2812,20.09,6,2845.2,20.32,236.1,187.1,8364.2,8,84,4
UCS,BFS,Top,127,A,9,8,0,0,12,8,1.3333,1.5,1,6,6,6,6,balanced,balanced,1,1,3,0,0,4,0,1,1.0,1.0,1,2,1,1,0,1,2,1,0,0,0,0,7,0,6,0,125,3355,26.84,7,3783.7,30.27,144,2899,20.13,6,3155.3,21.91,221.8,192.5,8383.9,8,85,5
UCS,BFS,Top,128,A,9,8,0,0,12,6,1.3333,1.5,1,6,6,6,6,balanced,balanced,1,0,3,0,0,4,0,1,1.0,1.0,1,1,1,1,0,0,2,1,0,0,0,0,9,2,4,0,131,2910,22.21,6,3364.7,25.69,168,3418,20.35,6,3498.4,20.82,184.1,223.0,8422.7,8,86,6
UCS,BFS,Top,129,A,9,8,0,0,12,9,1.3333,1.5,1,5,7,7,5,moderate,moderate,1,1,4,0,0,4,1,1,1.0,1.0,1,1,1,1,1,2,1,0,0,0,0,0,7,0,6,0,119,3103,26.08,7,3582.4,30.1,127,2476,19.5,6,2532.7,19.94,207.4,166.4,7463.7,8,87,7
UCS,BFS,Top,130,A,9,8,0,0,12,5,1.3333,1.5,1,5,7,7,5,moderate,moderate,1,0,4,0,0,4,1,1,1.0,1.0,1,1,1,1,0,0,2,1,0,0,0,0,9,2,4,0,121,2595,21.45,6,2996.5,24.76,172,3622,21.06,6,3516.5,20.44,169.8,232.2,7959.6,8,88,8
UCS,BFS,Top,131,A,9,8,0,0,12,10,1.3333,1.5,1,5,7,7,5,moderate,moderate,1,1,4,0,0,4,1,1,1.0,1.0,1,1,2,1,1,2,1,0,0,0,0,0,7,0,6,0,119,3133,26.33,7,12889.0,108.31,128,2470,19.3,6,2368.5,18.5,210.7,167.0,16538.8,8,89,9
UCS,BFS,Top,132,A,9,8,0,0,12,5,1.3333,1.5,1,5,7,7,5,moderate,moderate,1,0,4,0,0,4,1,1,1.0,1.0,1,1,1,1,0,0,2,1,0,0,0,0,9,2,4,0,113,2252,19.93,7,2513.8,22.25,176,3800,21.59,6,3621.7,20.58,146.7,243.8,7565.2,8,90,10
UCS,BFS,Bottom,133,A,9,8,0,0,12,7,1.3333,1.5,1,7,5,5,7,moderate,moderate,1,0,2,1,2,2,0,1,1.0,1.0,1,1,2,1,0,0,1,1,0,0,0,0,9,3,4,0,139,3127,22.5,7,3653.8,26.29,175,3477,19.87,6,3495.5,19.97,196.8,232.5,8956.2,8,91,1
UCS,BFS,Bottom,134,A,9,8,0,0,12,9,1.3333,1.5,1,7,5,5,7,moderate,moderate,1,1,3,1,1,3,1,1,1.0,1.0,1,1,1,1,0,1,2,1,0,0,0,0,7,0,6,0,121,3210,26.53,7,3733.4,30.85,125,2375,19.0,6,2310.3,18.48,213.9,159.8,7329.5,8,92,2
UCS,BFS,Bottom,135,A,9,8,0,0,12,9,1.3333,1.5,1,5,7,7,5,moderate,moderate,1,1,2,1,1,3,0,1,1.0,1.0,1,1,1,1,0,1,2,1,0,0,0,0,7,0,6,0,141,3785,26.84,7,4065.1,28.83,153,3035,19.84,6,2934.4,19.18,246.1,203.0,8476.7,8,93,3
UCS,BFS,Bottom,136,A,9,8,0,0,12,9,1.3333,1.5,1,6,6,6,6,balanced,balanced,1,1,3,1,1,3,1,1,1.0,1.0,1,1,1,1,0,1,2,1,0,0,0,0,7,0,6,0,131,3542,27.04,7,4072.7,31.09,139,2695,19.39,6,2816.0,20.26,233.1,180.1,8361.7,8,94,4
UCS,BFS,Bottom,137,A,9,8,0,0,12,4,1.3333,1.5,1,4,8,8,4,moderate,moderate,1,0,0,3,4,0,0,1,1.0,1.0,1,1,2,1,0,0,1,1,0,0,0,0,9,3,4,0,109,2405,22.06,7,2734.0,25.08,194,4044,20.85,6,4389.4,22.63,161.2,266.4,8768.4,8,95,5
UCS,BFS,Bottom,138,A,9,8,0,0,12,6,1.3333,1.5,1,6,6,6,6,balanced,balanced,1,0,0,4,4,0,1,1,1.0,1.0,1,1,1,1,0,0,2,1,0,0,0,0,9,2,4,0,135,3052,22.61,7,3410.4,25.26,165,3367,20.41,6,3324.1,20.15,197.6,218.4,8213.3,8,96,6
UCS,BFS,Bottom,139,A,9,8,0,0,12,7,1.3333,1.5,1,7,5,5,7,moderate,moderate,1,1,3,1,1,3,1,1,1.0,1.0,1,1,1,1,1,2,1,0,0,0,0,0,7,0,6,0,139,3839,27.62,7,4009.4,28.84,153,3344,21.86,6,3173.6,20.74,249.3,219.6,8573.2,8,97,7
UCS,BFS,Bottom,140,A,9,8,0,0,12,4,1.3333,1.5,1,4,8,8,4,moderate,moderate,1,0,0,4,4,0,1,1,1.0,1.0,1,1,1,1,0,0,2,1,0,0,0,0,9,2,4,0,109,2336,21.43,7,2559.9,23.49,183,3918,21.41,6,3673.4,20.07,157.6,250.2,7637.4,8,98,8
UCS,BFS,Bottom,141,A,9,8,0,0,12,10,1.3333,1.5,1,8,4,4,8,moderate,moderate,1,1,2,1,1,3,0,1,1.0,1.0,1,2,1,1,0,1,2,1,0,0,0,0,7,0,6,0,105,2633,25.08,7,2813.9,26.8,118,2122,17.98,6,2016.8,17.09,178.7,144.6,5923.0,8,99,9
UCS,BFS,Bottom,142,A,8,7,0,0,12,9,1.5,1.7143,1,9,3,3,9,lopsided,lopsided,1,0,0,3,4,0,0,1,1.0,1.0,1,1,1,0,0,0,2,1,0,0,0,0,7,0,6,0,103,2505,24.32,7,2673.5,25.96,102,1693,16.6,6,1629.5,15.98,190.0,132.6,5300.1,7,100,10
UCS,DFS,Top,143,A,9,8,0,0,12,5,1.3333,1.5,1,5,7,7,5,moderate,moderate,1,0,1,3,0,1,1,0,1.0,1.148,1,1,1,1,0,0,1,3,0,0,0,0,8,1,6,0,154,4523,29.37,7,16009.9,103.96,152,2753,18.11,8,2691.6,17.71,289.1,173.0,20362.9,8,101,1
UCS,DFS,Top,144,A,9,8,0,0,12,6,1.3333,1.5,1,6,6,6,6,balanced,balanced,1,0,1,2,0,1,0,0,1.0,1.148,1,1,1,1,0,0,1,3,0,0,0,0,8,1,6,0,141,4016,28.48,7,4658.8,33.04,141,2461,17.45,8,2740.5,19.44,265.4,156.6,9245.8,8,102,2
UCS,DFS,Top,145,A,9,8,0,0,12,8,1.3333,1.5,1,6,6,6,6,balanced,balanced,1,1,3,0,0,3,0,0,1.0,1.0,1,1,1,1,0,1,1,1,0,0,0,0,7,0,6,0,133,3660,27.52,7,3979.2,29.92,144,2452,17.03,8,2494.9,17.33,243.7,179.8,7931.7,8,103,3
UCS,DFS,Top,146,A,9,8,0,0,12,8,1.3333,1.5,1,4,8,8,4,moderate,moderate,1,0,1,3,0,1,1,0,1.0,1.143,1,1,2,1,3,1,0,0,0,0,0,0,8,1,6,0,108,2714,25.13,7,3127.1,28.95,119,2025,17.02,8,2086.4,17.53,191.1,128.4,6532.8,8,104,4
UCS,DFS,Top,147,A,9,8,0,0,12,10,1.3333,1.5,1,7,5,5,7,moderate,moderate,1,1,4,0,0,3,1,0,1.0,1.0,1,1,1,1,0,1,1,1,0,0,0,0,7,0,6,0,123,3187,25.91,7,3460.2,28.13,132,2087,15.81,8,2053.3,15.56,218.3,155.6,6831.5,8,105,5
UCS,DFS,Top,148,A,9,8,0,0,12,5,1.3333,1.5,1,5,7,7,5,moderate,moderate,1,0,4,0,0,3,1,0,1.0,1.0,1,1,1,1,0,0,1,1,0,0,0,0,9,1,3,0,119,2673,22.46,7,2931.5,24.63,179,3174,17.73,8,3088.6,17.25,175.4,215.5,7544.5,8,106,6
UCS,DFS,Top,149,A,8,7,0,0,12,3,1.5,1.7143,1,3,9,9,3,lopsided,lopsided,1,0,4,0,0,3,1,0,1.0,1.0,0,1,1,1,0,0,1,1,0,0,0,0,8,1,3,0,90,1670,18.56,6,1855.0,20.61,174,2844,16.34,8,2798.3,16.08,131.2,220.0,6014.5,7,107,7
UCS,DFS,Top,150,A,9,8,0,0,12,4,1.3333,1.5,1,4,8,8,4,moderate,moderate,1,0,4,0,0,3,1,0,1.0,1.0,1,1,1,1,0,0,1,1,0,0,0,0,9,1,3,0,109,2353,21.59,7,2640.7,24.23,185,3188,17.23,8,3170.7,17.14,159.1,214.0,7362.3,8,108,8
UCS,DFS,Top,151,A,9,8,0,0,12,8,1.3333,1.5,1,6,6,6,6,balanced,balanced,1,1,3,0,0,3,0,0,1.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,7,0,6,0,133,3681,27.68,7,3987.1,29.98,144,2218,15.4,8,2220.1,15.42,245.0,160.2,7648.3,8,109,9
UCS,DFS,Top,152,A,9,8,0,0,12,6,1.3333,1.5,1,6,6,6,6,balanced,balanced,1,0,3,0,0,3,0,0,1.0,1.0,1,1,1,1,0,0,1,1,0,0,0,0,9,1,3,0,125,2605,20.84,6,2904.9,23.24,170,2910,17.12,8,2833.8,16.67,168.8,196.9,7304.4,8,110,10
UCS,DFS,Bottom,153,A,9,8,0,0,12,7,1.3333,1.5,1,7,5,5,7,moderate,moderate,1,0,0,4,1,0,1,0,1.0,1.148,1,1,1,1,0,0,1,3,0,0,0,0,8,1,6,0,131,3661,27.95,7,3999.5,30.53,126,2091,16.6,8,2136.6,16.96,242.1,133.0,7513.0,8,111,1
UCS,DFS,Bottom,154,A,9,8,0,0,12,11,1.3333,1.5,1,9,3,3,9,lopsided,lopsided,1,1,2,1,1,2,0,0,1.0,1.0,1,1,1,1,0,1,1,1,0,0,0,0,7,0,6,0,99,2350,23.74,7,18047.7,182.3,107,1491,13.93,8,1704.6,15.93,168.9,112.0,21039.2,8,112,2
UCS,DFS,Bottom,155,A,9,8,0,0,12,4,1.3333,1.5,1,8,4,4,8,moderate,moderate,1,0,0,4,1,0,1,0,1.0,1.148,1,1,1,1,3,1,0,0,0,0,0,0,8,1,6,0,168,5047,30.04,7,5739.0,34.16,165,2830,17.15,8,3014.7,18.27,320.3,169.9,10526.2,8,113,3
UCS,DFS,Bottom,156,A,9,8,0,0,12,9,1.3333,1.5,1,6,6,6,6,balanced,balanced,1,1,2,1,1,2,0,0,1.0,1.0,1,2,1,1,0,1,1,1,0,0,0,0,7,0,6,0,135,3747,27.76,7,4450.8,32.97,141,2530,17.94,8,2739.9,19.43,250.7,182.6,8735.4,8,114,4
UCS,DFS,Bottom,157,A,9,8,0,0,12,9,1.3333,1.5,1,7,5,5,7,moderate,moderate,1,1,3,1,1,2,1,0,1.0,1.0,1,2,1,1,0,1,1,1,0,0,0,0,7,0,6,0,119,3146,26.44,7,3693.7,31.04,135,2312,17.13,8,2760.4,20.45,215.1,171.0,8011.0,8,115,5
UCS,DFS,Bottom,158,A,9,8,0,0,12,8,1.3333,1.5,1,8,4,4,8,moderate,moderate,1,0,0,3,1,0,0,0,1.0,1.143,1,2,1,1,0,0,1,3,0,0,0,0,8,1,6,0,113,2988,26.44,7,4738.5,41.93,121,2039,16.85,8,2867.0,23.69,207.0,137.9,9325.0,8,116,6
UCS,DFS,Bottom,159,A,9,8,0,0,12,5,1.3333,1.5,1,7,5,5,7,moderate,moderate,1,0,0,3,1,0,0,0,1.0,1.143,1,1,2,1,3,1,0,0,0,0,0,0,8,1,6,0,153,4414,28.85,7,5438.1,35.54,152,2799,18.41,8,3475.2,22.86,283.3,170.4,10673.8,8,117,7
UCS,DFS,Bottom,160,A,9,8,0,0,12,7,1.3333,1.5,1,7,5,5,7,moderate,moderate,1,0,0,4,2,0,1,0,1.0,1.083,1,1,1,1,0,0,1,2,0,0,0,0,9,1,3,0,147,3411,23.2,7,3715.3,25.27,161,2783,17.29,8,2774.7,17.23,225.1,181.4,8054.7,8,118,8
UCS,DFS,Bottom,161,A,9,8,0,0,12,6,1.3333,1.5,1,6,6,6,6,balanced,balanced,1,0,0,3,1,0,0,0,1.0,1.148,1,1,1,1,0,0,1,3,0,0,0,0,8,1,6,0,140,3856,27.54,7,4075.9,29.11,141,2457,17.43,8,2483.9,17.62,255.4,155.2,8024.6,8,119,9
UCS,DFS,Bottom,162,A,9,8,0,0,12,10,1.3333,1.5,1,7,5,5,7,moderate,moderate,1,1,2,1,1,2,0,0,1.0,1.0,1,1,1,1,0,1,1,1,0,0,0,0,7,0,6,0,123,3228,26.24,7,3615.0,29.39,132,2096,15.88,8,2223.5,16.84,223.2,155.1,7252.3,8,120,10
